pais,iso2,cidade,latitude,longitude,posicao_historica,criterio,fonte_coordenadas,observacao
Colômbia,CO,Cartagena,10.39817,-75.49328,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Colômbia,CO,Popayán,2.43823,-76.61316,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Colômbia,CO,Tunja,5.54481,-73.35756,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Colômbia,CO,Santa Marta,11.23855,-74.19427,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Comores,KM,Moroni,-11.70216,43.25506,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Comores,KM,Fomboni,-12.28759,43.74344,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Comores,KM,Adda-Douéni,-12.2925,44.49722,3,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Comores,KM,Antsahé,-12.35639,44.5225,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Comores,KM,Assimpao,-12.23306,44.31972,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República do Congo,CG,Brazzaville,-4.26613,15.28318,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República do Congo,CG,Pointe-Noire,-4.77609,11.86352,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República do Congo,CG,Dolisie,-4.19834,12.66664,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República do Congo,CG,Ouesso,1.61361,16.05167,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República do Congo,CG,Abala,-3.36,15.47583,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Congo - Kinshasa,CD,Kinshasa,-4.32758,15.31357,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Congo - Kinshasa,CD,Lubumbashi,-11.66089,27.47938,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Congo - Kinshasa,CD,Kisangani,0.51528,25.19099,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Congo - Kinshasa,CD,Mbandaka,0.04865,18.26034,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Congo - Kinshasa,CD,Matadi,-5.83861,13.46306,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa Rica,CR,San José,9.93388,-84.08489,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa Rica,CR,Cartago,9.86371,-83.9195,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa Rica,CR,Limón,9.99074,-83.03596,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa Rica,CR,Alajuela,10.01723,-84.21275,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa Rica,CR,Heredia,9.99872,-84.11587,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Croácia,HR,Zagreb,45.81444,15.97798,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Croácia,HR,Dubrovnik,42.64125,18.10909,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Croácia,HR,Split,43.50891,16.43915,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Croácia,HR,Zadar,44.11578,15.22514,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Croácia,HR,Pula,44.86833,13.84806,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Cuba,CU,Havana,23.13302,-82.38304,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Cuba,CU,Santiago de Cuba,20.02287,-75.82171,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Cuba,CU,Trinidad,21.79956,-79.98349,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Cuba,CU,Camagüey,21.38083,-77.91694,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Cuba,CU,Bayamo,20.37368,-76.64272,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Chipre,CY,Nicosia,35.17284,33.35397,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Chipre,CY,Paphos,34.77679,32.42451,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Chipre,CY,Limassol,34.68406,33.03794,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Chipre,CY,Larnaca,34.9221,33.62794,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Chipre,CY,Famagusta,35.12489,33.94135,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tchéquia,CZ,Prague,50.08804,14.42076,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tchéquia,CZ,Brno,49.19522,16.60796,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tchéquia,CZ,Olomouc,49.59552,17.25175,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tchéquia,CZ,Kutná Hora,49.94839,15.26816,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tchéquia,CZ,Český Krumlov,48.81091,14.31521,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa do Marfim,CI,Abidjan,5.35444,-4.00167,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa do Marfim,CI,Grand-Bassam,5.2118,-3.73884,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa do Marfim,CI,Yamoussoukro,6.82055,-5.27674,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa do Marfim,CI,Bouaké,7.69385,-5.03031,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Costa do Marfim,CI,Korhogo,9.45803,-5.62961,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dinamarca,DK,Copenhagen,55.67594,12.56553,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dinamarca,DK,Odense,55.39594,10.38831,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dinamarca,DK,Roskilde,55.64152,12.08035,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dinamarca,DK,Aalborg,57.048,9.9187,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dinamarca,DK,Aabenraa,55.04434,9.41741,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Djibuti,DJ,Djibouti,11.58901,43.14503,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Djibuti,DJ,Tadjoura,11.78778,42.88222,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Djibuti,DJ,Obock,11.96693,43.28835,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Djibuti,DJ,Airolaf,11.77028,42.65194,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Djibuti,DJ,Alaïli Ḏaḏḏa‘,12.42167,42.89556,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dominica,DM,Roseau,15.30174,-61.38808,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dominica,DM,Portsmouth,15.58288,-61.45592,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dominica,DM,Marigot,15.53743,-61.282,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dominica,DM,Berekua,15.23333,-61.31667,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Dominica,DM,Calibishie,15.59297,-61.34901,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República Dominicana,DO,Santo Domingo,18.47186,-69.89232,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República Dominicana,DO,Santiago de los Caballeros,19.45036,-70.69085,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República Dominicana,DO,La Romana,18.42332,-68.96635,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República Dominicana,DO,Puerto Plata,19.79344,-70.6884,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
República Dominicana,DO,San Pedro de Macorís,18.4539,-69.30864,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Equador,EC,Quito,-0.22985,-78.52495,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Equador,EC,Cuenca,-2.8953,-78.9963,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Equador,EC,Guayaquil,-2.19616,-79.88621,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Equador,EC,Loja,-3.99313,-79.20422,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Equador,EC,Riobamba,-1.66506,-78.65887,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Egito,EG,Cairo,30.06263,31.24967,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Egito,EG,Alexandria,31.20176,29.91582,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Egito,EG,Luxor,25.69893,32.6421,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Egito,EG,Aswān,24.09082,32.89942,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Egito,EG,Giza,30.00944,31.20861,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Egito,EG,Port Said,31.26531,32.3019,6,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
El Salvador,SV,San Salvador,13.68935,-89.18718,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
El Salvador,SV,Santa Ana,13.98827,-89.55685,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
El Salvador,SV,Suchitoto,13.93806,-89.02778,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
El Salvador,SV,San Miguel,13.48261,-88.18211,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
El Salvador,SV,Sonsonate,13.71726,-89.72304,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Guiné Equatorial,GQ,Malabo,3.75578,8.78166,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Guiné Equatorial,GQ,Bata,1.86391,9.76582,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Guiné Equatorial,GQ,Luba,3.45683,8.55465,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Guiné Equatorial,GQ,Mongomo,1.62742,11.31346,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Guiné Equatorial,GQ,Aconibe,1.29683,10.93691,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eritreia,ER,Asmara,15.33805,38.93184,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eritreia,ER,Massawa,15.60811,39.47455,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eritreia,ER,Keren,15.77792,38.45107,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eritreia,ER,Adi Keyh,14.84444,39.37722,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eritreia,ER,Ak’ordat,15.54798,37.88291,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Estônia,EE,Tallinn,59.43696,24.75353,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Estônia,EE,Tartu,58.38062,26.72509,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Estônia,EE,Narva,59.37722,28.19028,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Estônia,EE,Pärnu,58.38588,24.49711,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Estônia,EE,Viljandi,58.36319,25.59159,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Essuatíni,SZ,Mbabane,-26.31667,31.13333,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Essuatíni,SZ,Lobamba,-26.46667,31.2,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Essuatíni,SZ,Manzini,-26.49884,31.38004,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Essuatíni,SZ,Nhlangano,-27.11222,31.19833,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Essuatíni,SZ,Siteki,-26.4525,31.94722,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Etiópia,ET,Addis Ababa,9.02497,38.74689,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Etiópia,ET,Lalibela,12.03219,39.04756,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Etiópia,ET,Harar,9.31387,42.11815,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Etiópia,ET,Dire Dawa,9.59306,41.86611,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Etiópia,ET,Abala,14.23333,37.0,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Fiji,FJ,Suva,-18.13683,178.42531,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Fiji,FJ,Levuka,-18.06667,179.31667,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Fiji,FJ,Lautoka,-17.61686,177.45049,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Fiji,FJ,Nadi,-17.80309,177.41617,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Fiji,FJ,Ahau,-12.5,177.05,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Finlândia,FI,Helsinki,60.16952,24.93545,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Finlândia,FI,Turku,60.45148,22.26869,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Finlândia,FI,Tampere,61.49911,23.78712,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Finlândia,FI,Porvoo,60.39233,25.66507,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Finlândia,FI,Akaa,61.16667,23.86667,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Paris,48.85341,2.3488,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Lyon,45.74906,4.84789,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Marseille,43.29695,5.38107,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Bordeaux,44.84124,-0.58046,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Toulouse,43.60426,1.44367,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Rouen,49.44313,1.09932,6,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Reims,49.26526,4.02853,7,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Avignon,43.94834,4.80892,8,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Strasbourg,48.58392,7.74553,9,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
França,FR,Nantes,47.21725,-1.55336,10,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Gabão,GA,Libreville,0.39241,9.45356,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Gabão,GA,Lambaréné,-0.7001,10.24055,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
